;descriptions;titles;wages;locations;employment_types;job_times;offer_urls
220;Czas na DB - dołącz do zespołu DB Cargo Polska i realizuj z nami naszą misję, wizję i wartości! To dzięki naszym pracownikom jesteśmy wiodącym dostawcą usług logistycznych w Europie centralnej. DB Cargo Polska S.A. oferuje pracę na wyżej wymienionym stanowisku w Rudzie Śląskiej w dziale lekkiego utrzymania lokomotyw.  Opis stanowiska ·       Utrzymanie i naprawa taboru kolejowego·       Realizacja przeglądów okresowych na poziomach P1-P3·       Wykonywanie napraw awaryjnych, rewizyjnych średnich i głównych taboru kolejowego·       Diagnostyka awarii taboru·       Usuwanie skutków awarii  Profil kandydata ·       Wykształcenie zawodowe o profilu elektrycznym·       Doświadczenie na w/w stanowisku - mile widziane·       Umiejętność posługiwania się przyrządami pomiarowymi·       Prawo jazdy kategorii B·       Dokładność i sumienność·       Umiejętność współpracy i pracy w zespole·       Otwartość i orientacja na klienta  Oferujemy ·       Atrakcyjna oferta szkoleń wewnętrznych oraz zewnętrznych·       Dodatkowy dzień wolny od pracy·       Doładowanie karty przedpłaconej dwa razy w roku·       Pakiet Medicover Sport;['Elektryk (Ruda Śląska)'];['Ruda Śląska'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/elektryk-ruda-slaska-CID4-IDUDzMz.html
221;"Rekrutacja dotyczy stanowiska fizjoterapeuty domowego w dynamicznym zespole fizjoterapii domowej.Realna oferta z realnymi pacjentami.  Od kandydata oczekujemy:- tytuł mgr fizjoterapii- prawo jazdy kat. B- umiejętności obsługi komputera i aplikacji mobilnych Mile widziane:- doświadczenie w pracy z pacjentami neurologicznymi- doświadczenie w wizytach domowych- 3 letnie doświadczenie zawodowe Oferujemy:- gwarantowane zarobki- stabilną pracę w pełnym wymiarze w ramach kontraktu z NFZ w nowoczesnym dynamicznym zespole- dużą samodzielność i możliwość rozwoju zawodowego. Jeśli nie boisz się nowych wyzwań. Praca z pacjentami to twoja pasja ale dotychczasowe warunki finansowe nie spełniają twoich oczekiwań to jest właśnie oferta dla Ciebie.Masz pytania? wyślij CV przez OLX. Jeśli spełniasz nasze wymagania z pewnością zaprosimy Cię na spotkanie na którym wyczerpująco na nie odpowiemy.Zastrzegamy prawo skontaktowania się z wybranymi kandydatamiZainteresowanych prosimy o przesłanie CV wraz z danymi kontaktowymi oraz klauzulą :""Wyrażam zgodę na przetwarzanie moich danych osobowych dla potrzeb niezbędnych do realizacji procesu rekrutacji (zgodnie z Ustawą z dnia 29.08.1997 roku o Ochronie Danych Osobowych; (tekst jednolity: Dz. U. 2016 r. poz. 922).";['Fizjoterapeuta Lublin'];['8 000 zł - 12 000 zł zł / mies. brutto'];['Lublin'];['Samozatrudnienie'];['Pełny etat'];http://www.olx.pl/oferta/praca/fizjoterapeuta-lublin-CID4-IDHOIPl.html
222;Jesteśmy firmą produkcyjną zajmującą się od 25 lat tworzeniem aranżacji świetlnych oraz dekoracji świątecznych wykorzystywanych zarówno w Polsce jak i za granicą. Jesteśmy partnerami w realizacji strategii marketingowych miejsc i obiektów. Obecnie do Naszego zespołu poszukujemy Asystenta/ki Działu HandlowegoCo będzie należało do Twoich obowiązków?przygotowywanie dokumentacji, zestawień, raportów,dbanie o prawidłowy obieg dokumentów sprzedażowychprowadzenie kalendarza spotkań,zapewnienie efektywnego przepływu informacji w dziale handlowym,organizacja spotkań i opieka nad gośćmi,prowadzenie korespondencji z kontrahentami w j. polskim i angielskim,Aplikuj jeśli wyróżnia Cię:wysoka kultura osobista i dyskrecja,bardzo dobra organizacja pracy,biegła znajomość j. angielskiego pozwalająca na swobodną komunikację pisemną i ustnąumiejętność obsługi pakietu Ms Office,mobilność i dyspozycyjność,prawo jazdy kat. B,znajomość dodatkowego języka będzie atutemCo możemy Ci zaoferować?Pracę w firmie produkującej wyjątkowe dekoracjeZatrudnienie w ramach umowy o pracęStabilne wynagrodzenie składające się z wynagrodzenia zasadniczego oraz premiiPerspektywę awansu w ramach struktury firmyPracę w młodym, dynamicznym zespoleMożliwość tworzenia projektów i ich realizacji w Polsce i za granicąUbezpieczenie grupowe;['Asystent/ka Działu Handlowego'];['Zabrze'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/asystent-ka-dzialu-handlowego-CID4-IDTJzzH.html
223;Hydraulik praca w Niemczech. Praca także dla teamów hydraulików.Także oferty w innych lokalizacjach i branżach.Zapraszamy dom kontaktu. Oferta:Miesięcznie min 2500€ nettobez zeitkontoWymagania:dobry niemiecki dobryautoPraca w Niemczech 2023 -injobs.plZainteresowane osoby prosimy o wysłanie swojego CV w języku polskim lub niemieckim na adres email-  tytule maila prosimy o wpisanie „Hydraulik praca w Niemczech, imię i nazwisko”Kontakt telefoniczny od PN-Pt od 08:00-16:00Prosimy o załączenie klauzuli: „Wyrażam zgodę na przetwarzanie podanych przeze mnie danych osobowych zawartych w aplikacji dla potrzeb niezbędnych do realizacji procesu rekrutacji zgodnie z Rozporządzeniem Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (RODO). Jednocześnie oświadczam, iż zapoznałem się informacjami administratora o przetwarzaniu danych oraz z prawami jakie przysługują mi na mocy powyższego Rozporządzenia”;['Praca hydraulik Niemcy. Od 2700€. Teamy. Auto + niemiecki. Od zaraz!'];['10 000 zł - 13 500 zł zł / mies. brutto'];['Wrocław, Fabryczna'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/praca-hydraulik-niemcy-od-2700-teamy-auto-niemiecki-od-zaraz-CID4-IDUotTj.html
224;Szukam montera/pomocnika montera rusztowań. Niemcy.Wynagrodzenie 14 euro/h na poczatkuTyp umowy: samozatrudnenie (wymagana dzialalnnosc gospodarcza i A1)Zakwaterowanie w pełni wyposażoneTransport do i z pracyPomoc przy montażu i demontażu rusztowań typu Layher Regularne zjazdy do PolskiZainteresowanych ofertą pracy proszę o kontakt z numerem +48**********39;['praca w Niemczech'];['Wrocław, Śródmieście'];['Pełny etat'];[];['Samozatrudnienie'];http://www.olx.pl/oferta/praca/praca-w-niemczech-CID4-IDUDzyI.html
225;"Praca

W związku z dynamicznym rozwojem naszej firmy poszukujemy osób na stanowisko:

- Kucharz/Kucharka 

Od kandydatów oczekujemy :

- chęć do pracy
- zaangażowanie
- doświadczenie
- dobra organizacja pracy
- samodzielność w wykonywaniu powierzonych prac
- dyspozycyjność
- poczucie humoru

Miejsce pracy
Sala Bankietowa Perła
Orla 13

Zapraszamy do kontaktu

Tel. 72*****06";['PRACA - Kucharz / Kucharka - Perła Orla'];['Koźmin Wielkopolski'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/praca-kucharz-kucharka-perla-orla-CID4-IDTRvYt.html
226;Chcesz rozwijać się w branży optycznej ale martwisz się, że nie masz doświadczenia?Dla nas to nie problem!Przygotowaliśmy dla Ciebie pakiet szkoleń, dzięki którym wszystkiego nauczymy Cię od podstaw.Oferujemy:pracę w wymiarze 0,75 etatu (30h tygodniowo)zatrudnienie w oparciu o umowę o pracęwynagrodzenie: 2700zł brutto (wynagrodzenie podstawowe + premia za zrealizowane cele)Dołączając do nas możesz liczyć na:szkolenia, dzięki którym poznasz branżę optycznąwsparcie na każdym etapie wdrożeniabony podarunkowe i zniżki na nasze produktyprywatną opiekę medycznądofinansowanie do karty MultiSportubezpieczenie dla Ciebie i Twojej rodziny na preferencyjnych warunkachmożliwość udziału w programach rozwojowychDo Twoich zadań należeć będzie:aktywna sprzedaż i promowanie oferty Vision Expresszapewnianie kompleksowej obsługi Klienta na najwyższym poziomiedbanie o prawidłową ekspozycję i wizualny aspekt SalonuW Vision Express doskonale się odnajdziesz, jeśli:jesteś osobą uśmiechniętą która lubi sprzedaż oraz pracę z ludźmijesteś otwarty/a na zmiany, lubisz się uczyćangażujesz się w wykonywane zadaniajesteś gotowy/a do podjęcia pracy w systemie zmianowym oraz w weekendyBrzmi ciekawie?Wybierz Vision Express, międzynarodową firmę optyczną, działającą od 25 lat na polskim rynku i posiadającą sieć ponad 230 salonów na terenie całego kraju.;['Doradca Klienta: Gal. Copernicus - 3/4 etatu'];['2 700 zł / mies. brutto'];['Toruń'];['Umowa o pracę'];['Niepełny etat'];http://www.olx.pl/oferta/praca/doradca-klienta-gal-copernicus-3-4-etatu-CID4-IDPH1oJ.html
227;Szukam kierowcy C+E na  może być bez doświadczenia co weekend w domu możliwość samochód pod dom;['Kierowca C+E na kontenery'];['7 000 zł / mies. brutto'];['Chotomów'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/kierowca-c-e-na-kontenery-CID4-IDTHqXR.html
228;"Rozwijające się biuro rachunkowe z siedzibą na Tarchominie w Warszawie poszukuje Głównego Księgowego.ZAKRES OBOWIĄZKÓW:·        nadzorowanie i weryfikacja pracy 8-osobowego zespołu specjalistów;·        samodzielne zamykanie okresów rozliczeniowych i sporządzenie deklaracji podatkowych (m.in. CIT, PIT, VAT);·        przygotowanie raportów i zestawień dla klientów;·        bieżący kontakt z klientami biura oraz urzędami skarbowymi i ZUS;·        obsługa kontroli skarbowych.WYMAGANIA:·        bardzo dobra znajomość księgowości pełnej i uproszczonej;·        min. 5-letnie doświadczenie w działach finansowo-księgowych, w tym wcześniejsze doświadczenie w biurze rachunkowym;·        praktyczna znajomość programów Symfonia;·        bardzo dobra organizacja pracy własnej i podległego zespołu;·        sumienność i dokładność w wykonywaniu zadań, dotrzymywanie terminów;·        bardzo dobra znajomość MS Office, w szczególności Excel;·        mile widziana znajomość kadr i płac (program Optima).OFERUJEMY:·        elastyczny czas pracy oraz stabilne zatrudnienie;·        karta na zajęcia sportowe;·        możliwość zatrudnienia w dowolnej formie oraz rynkowe wynagrodzenie;·        możliwość okresowej pracy zdalnej;·        życzliwą atmosferę, nowoczesne biuro oraz zgrany zespół księgowy.Zainteresowanych serdecznie prosimy o wysłanie CV lub kontakt telefoniczny.Proszę o załączenie do aplikacji następującej klauzuli:""Wyrażam zgodę na przetwarzanie moich danych osobowych w celu rekrutacji zgodnie z art. 6 ust. 1 lit. a Rozporządzenia Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (ogólne rozporządzenie o ochronie danych).""";['Główna Księgowa/Główny Księgowy do biura rachunkowego'];['14 000 zł - 17 000 zł zł / mies. brutto'];['Warszawa, Białołęka'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/glowna-ksiegowa-glowny-ksiegowy-do-biura-rachunkowego-CID4-IDLKOhE.html
229;"W związku z dynamicznym rozwojem sieci detalicznej w Polsce, europejska sieć sklepów TEDi z artykułami gospodarstwa domowego, wyposażenia wnętrz i artykułami dekoracyjnymi poszukuje osób chętnych do pracy.Aktualnie poszukujemy do pracy do naszego sklepu na stanowisko:Zastępca Kierownika SklepuMiejsce pracy: GRYFINO Od kandydatów/kandydatek oczekujemy:• doświadczenia w pracy w sieci handlowej,• doświadczenie w zarządzaniu personelem,• umiejętności obsługi kasy fiskalnej,• dyspozycyjności – praca w systemie zmianowym oraz w weekendy.Do obowiązków wybranej osoby będzie należało:• wsparcie kierownika w prowadzeniu sklepu zgodnie z procedurami wewnętrznymi oraz obowiązującymi przepisami,• nadzór nad przygotowaniem oraz przebiegiem inwentaryzacji,• nadzór nad prawidłowym obiegiem dokumentów sklepowych,• wykonywanie dodatkowych zadań zleconych przez przełożonego,• obsługa kasy fiskalnej zgodnie z obowiązującymi wytycznymi firmy.Oferujemy:• stabilne zatrudnienie na podstawie umowy o pracę,• przyjazną atmosferę pracy, odpowiednie szkolenie wprowadzające,• elastyczny grafik pracy,• doświadczenie w pracy w firmie międzynarodowej,• grupowe ubezpieczenie na życie,• prywatna opieka medyczna.Osoby zainteresowane prosimy o przesyłanie aplikacji klikając w przycisk aplikowania (olx - ""wyślij wiadomość"")Uprzejmie informujemy, że skontaktujemy się tylko z wybranymi kandydatami.Klikając w przycisk „Aplikuj teraz” lub w inny sposób wysyłając zgłoszenie rekrutacyjne do TEDi Sieć Handlowa Sp. z o.o. (Pracodawca, Administrator danych), zgadzasz się na przetwarzanie Twoich danych osobowych zawartych w zgłoszeniu rekrutacyjnym, w celu prowadzenia rekrutacji na stanowisko wskazane Jeżeli chcesz, aby po zakończeniu rekrutacji Twoje CV pozostało w bazie danych TEDi Sieć Handlowa Sp. z o.o. z siedzibą w Katowicach przy ul. 11 Listopada 11 w celu wykorzystania w przyszłości, zamieść w swoich dokumentach aplikacyjnych poniższą zgodę:„Wyrażam zgodę na archiwizację i wykorzystanie w przyszłych procesach rekrutacyjnych, mojego CV”.W każdym czasie możesz cofnąć zgodę, kontaktując się z nami.Twoje dane osobowe wskazane w Kodeksie pracy lub w innych ustawach szczegółowych (według wymogów ogłoszenia), przetwarzamy w oparciu o przepisy prawa i ich podanie jest konieczne do wzięcia udziału w rekrutacji. Pozostałe dane osobowe (np. wizerunek) przetwarzamy na podstawie Twojej dobrowolnej zgody, którą wyraziłaś/eś wysyłając nam swoje zgłoszenie rekrutacyjne i ich podanie nie ma wpływu na możliwość udziału w rekrutacji.Możemy przetwarzać Twoje dane osobowe zawarte w zgłoszeniu rekrutacyjnym, także w celu ustalenia, dochodzenia lub obrony przed roszczeniami, jeżeli roszczenia dotyczą prowadzonej przez nas rekrutacji. W tym celu będziemy przetwarzać Twoje dane osobowe w oparciu o nasz prawnie uzasadniony interes, polegający na ustaleniu, dochodzeniu lub obrony przed roszczeniami w postępowaniu przed sądami lub organami państwowymi.Masz prawo dostępu do swoich danych, w tym uzyskania ich kopii, sprostowania danych, żądania ich usunięcia, ograniczenia przetwarzania, wniesienia sprzeciwu wobec przetwarzania oraz przeniesienia podanych danych (na których przetwarzanie wyraziłeś zgodę) do innego Administratora danych. Masz także prawo do wniesienia skargi do Prezesa Urzędu Ochrony Danych Osobowych. Cofnięcie zgody pozostaje bez wpływu na zgodność z prawem przetwarzania, którego dokonano na podstawie zgody przed jej cofnięciem.Twoje dane osobowe przetwarzamy w celu prowadzenia rekrutacji na stanowisko wskazane w ogłoszeniu przez okres miesiąca, a gdy wyraziłaś/eś zgodę na udział w przyszłych rekrutacjach przez okres 12 miesięcy.Twoje dane osobowe możemy przekazać dostawcom usługi publikacji ogłoszeń o pracę, dostawcom systemów do zarządzania rekrutacjami, dostawcom usług IT takich jak hosting.Twoje dane osobowe przekażemy do działu HR oraz Zarządu Przedsiębiorstwa TEDi Sieć Handlowa Sp. z o.o. Nie przekazujemy Twoich danych osobowych poza Europejski Obszar Gospodarczy.W razie pytań możesz skontaktować się z naszym Inspektorem Ochrony Danych.";['Zastępca Kierownika Sklepu -TEDi GRYFINO'];['Gryfino'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/zastepca-kierownika-sklepu-tedi-gryfino-CID4-IDUbNUw.html
230;W związku z rozwojem naszej firmy w centrum Gdyni poszukujemy pracowników na stanowiskoTELEFONICZNA OBSŁUGA KLIENTA  PRACA POLEGA NA :*ODBIERANIE POŁĄCZEŃ PRZYCHODZĄCYCH*WSTĘPNA SELEKCJA ZAINTERESOWANYCH*ODDZWANIANIU DO ZAINTERESOWANYCH KANDYDATÓW*PRZYDZIELENIE OFERTY DO PROFILU KANDYDATA*BUDOWANIE BAZY KANDYDATÓW OFERUJEMY :*OD 3500-6000ZŁ NETTO MIESIĘCZNIE*PODSTAWA + PREMIA*UMOWA O PRACĘ PO OKRESIE PRÓBNYM*PRACA W MŁODYM ZESPOLE*SZKOLENIE WSTĘPNE*WSPARCIE KOORDYNATORA*MOŻLIWOŚCI ROZWOJUZainteresowane osoby prosimy o wysyłanie CV.;['Telefoniczna obsługa klienta'];['4 651 zł - 8 317 zł zł / mies. brutto'];['Gdynia, Dąbrowa'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/telefoniczna-obsluga-klienta-CID4-IDUuV0c.html
231;Restauracja/ bar zatrudni samodzielnego kucharza kuchnia tradycyjna polska.Mila atmosfera , umowa o prace bądź b2b, praca zmianowa elastyczny grafikMozliwosc awansu na Szefa/managera lokalu;['Samodzielny kucharz - Tychy'];['3 000 zł - 5 000 zł zł / mies. brutto'];['Tychy'];['Umowa o pracę'];['Pełny etat'];http://www.olx.pl/oferta/praca/samodzielny-kucharz-tychy-CID4-IDS71tc.html
232;Firma Tartak Zębowo zatrudni operatora maszyn stolarskich.Praca w systemie dwuzmianowym.Umowa o pracę - pełen etat.;['Operator maszyn stolarskich'];['Zębowo'];['Pełny etat'];[];['Umowa o pracę'];http://www.olx.pl/oferta/praca/operator-maszyn-stolarskich-CID4-IDUBxmA.html
233;Jeśli:Chcesz się rozwijać w międzynarodowym środowiskuMyślisz o tym, żeby poprawić swoją jakość życia, wpływając na wizerunek firmyChciałbyś, przychodzisz do pracy, bo chcesz - nie musiszChciałbyś być odpowiednio za to wynagradzanyTo ogłoszenie jest dla Ciebie!Wymagania:prawo jazdy kat. Bsamochód osobowygotowość pracy od zarazOferujemy:elastyczny czas pracyzarobki 3400 - 4700 złprofesjonalne szkolenia wdrażające w system pracy, dlatego doświadczenie nie jest wymaganepo okresie próbnym możliwość otrzymania samochodu służbowego;['Ankieter - Audytor do pozyskiwania terenów rolnych pod inwestycje.'];['3 400 zł - 4 700 zł zł / mies. brutto'];['Raszyn'];['Inny'];['Pełny etat'];http://www.olx.pl/oferta/praca/ankieter-audytor-do-pozyskiwania-terenow-rolnych-pod-inwestycje-CID4-IDUvLCG.html
